edadDias,SD3negPEF,SD2negPEF,SD1negPEF,SD0PEF,SD1PEF,SD2PEF,SD3PEF,SD3negPEM,SD2negPEM,SD1negPEM,SD0PEM,SD1PEM,SD2PEM,SD3PEM,SD3negTEF,SD2negTEF,SD1negTEF,SD0TEF,SD1TEF,SD2TEF,SD3TEF,SD3negTEM,SD2negTEM,SD1negTEM,SD0TEM,SD1TEM,SD2TEM,SD3TEM,SD3negIEF,SD2negIEF,SD1negIEF,SD0IEF,SD1IEF,SD2IEF,SD3IEF,SD3negIEM,SD2negIEM,SD1negIEM,SD0IEM,SD1IEM,SD2IEM,SD3IEM,Rotulo,SD15negPEF,SD15negPEM,SD15PEF,SD15PEM,SD15negTEF,SD15negTEM,SD15TEF,SD15TEM,SD15negIEF,SD15negIEM,SD15IEF,SD15IEM
6301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.903,149.573,156.242,162.912,169.582,176.251,182.921,152.692,160.294,167.897,175.500,183.102,190.705,198.307,14.716,16.384,18.458,21.101,24.580,29.355,36.296,15.512,17.028,18.904,21.291,24.439,28.797,35.264,3,0.000,0.000,0.000,0.000,152.908,164.096,172.917,186.904,17.421,17.966,26.968,26.618
6302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.904,149.574,156.243,162.913,169.582,176.251,182.921,152.696,160.298,167.901,175.503,183.105,190.707,198.309,14.716,16.384,18.458,21.102,24.581,29.356,36.296,15.513,17.029,18.905,21.293,24.441,28.799,35.265,NULL,0.000,0.000,0.000,0.000,152.909,164.100,172.917,186.906,17.421,17.967,26.968,26.620
6303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.906,149.575,156.244,162.913,169.583,176.251,182.921,152.701,160.302,167.904,175.506,183.107,190.709,198.311,14.716,16.385,18.459,21.102,24.581,29.356,36.296,15.513,17.030,18.907,21.294,24.443,28.800,35.265,NULL,0.000,0.000,0.000,0.000,152.910,164.103,172.917,186.909,17.422,17.968,26.969,26.621
6304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.907,149.576,156.245,162.914,169.583,176.251,182.921,152.705,160.306,167.908,175.509,183.110,190.712,198.313,14.716,16.385,18.459,21.103,24.582,29.357,36.296,15.514,17.031,18.908,21.296,24.444,28.802,35.266,NULL,0.000,0.000,0.000,0.000,152.911,164.107,172.918,186.911,17.422,17.969,26.970,26.623
6305,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.908,149.577,156.245,162.914,169.583,176.251,182.920,152.710,160.310,167.911,175.512,183.113,190.714,198.314,14.716,16.385,18.460,21.104,24.583,29.358,36.296,15.515,17.032,18.909,21.297,24.446,28.804,35.267,NULL,0.000,0.000,0.000,0.000,152.912,164.111,172.918,186.914,17.422,17.971,26.970,26.625
6306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.909,149.578,156.246,162.915,169.584,176.251,182.920,152.714,160.314,167.915,175.515,183.115,190.716,198.316,14.716,16.385,18.460,21.104,24.584,29.358,36.296,15.516,17.033,18.910,21.299,24.448,28.806,35.268,NULL,0.000,0.000,0.000,0.000,152.913,164.115,172.918,186.916,17.423,17.972,26.971,26.627
6307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.911,149.579,156.247,162.915,169.584,176.252,182.920,152.718,160.318,167.918,175.519,183.118,190.718,198.318,14.717,16.386,18.461,21.105,24.584,29.359,36.296,15.516,17.034,18.912,21.300,24.450,28.807,35.268,NULL,0.000,0.000,0.000,0.000,152.914,164.118,172.918,186.919,17.423,17.973,26.972,26.628
6308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.912,149.580,156.248,162.916,169.584,176.252,182.920,152.723,160.322,167.922,175.522,183.121,190.721,198.320,14.717,16.386,18.461,21.106,24.585,29.360,36.296,15.517,17.035,18.913,21.302,24.451,28.809,35.269,NULL,0.000,0.000,0.000,0.000,152.915,164.122,172.918,186.921,17.424,17.974,26.972,26.630
6309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.913,149.582,156.249,162.917,169.585,176.252,182.920,152.727,160.326,167.925,175.525,183.123,190.723,198.322,14.717,16.386,18.462,21.106,24.586,29.360,36.296,15.518,17.036,18.914,21.304,24.453,28.811,35.270,NULL,0.000,0.000,0.000,0.000,152.915,164.126,172.919,186.923,17.424,17.975,26.973,26.632
6310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.915,149.583,156.250,162.917,169.585,176.252,182.920,152.731,160.330,167.929,175.528,183.126,190.725,198.324,14.717,16.387,18.462,21.107,24.587,29.361,36.296,15.518,17.037,18.916,21.305,24.455,28.812,35.271,NULL,0.000,0.000,0.000,0.000,152.916,164.130,172.919,186.926,17.424,17.976,26.974,26.634
6311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.916,149.584,156.250,162.918,169.585,176.252,182.920,152.736,160.334,167.932,175.531,183.129,190.727,198.325,14.717,16.387,18.463,21.107,24.587,29.362,36.296,15.519,17.038,18.917,21.307,24.457,28.814,35.271,NULL,0.000,0.000,0.000,0.000,152.917,164.133,172.919,186.928,17.425,17.977,26.975,26.635
6312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.917,149.585,156.251,162.918,169.586,176.252,182.920,152.740,160.338,167.936,175.534,183.131,190.729,198.327,14.717,16.387,18.463,21.108,24.588,29.362,36.296,15.520,17.039,18.918,21.308,24.459,28.816,35.272,NULL,0.000,0.000,0.000,0.000,152.918,164.137,172.919,186.931,17.425,17.979,26.975,26.637
6313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.918,149.586,156.252,162.919,169.586,176.252,182.919,152.745,160.342,167.940,175.537,183.134,190.732,198.329,14.717,16.387,18.463,21.109,24.589,29.363,36.296,15.521,17.040,18.919,21.310,24.460,28.818,35.273,NULL,0.000,0.000,0.000,0.000,152.919,164.141,172.919,186.933,17.425,17.980,26.976,26.639
6314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.920,149.587,156.253,162.920,169.586,176.252,182.919,152.749,160.346,167.943,175.540,183.137,190.734,198.331,14.717,16.388,18.464,21.109,24.590,29.364,36.296,15.521,17.041,18.921,21.312,24.462,28.819,35.274,NULL,0.000,0.000,0.000,0.000,152.920,164.145,172.920,186.935,17.426,17.981,26.977,26.641
6315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.921,149.588,156.254,162.920,169.587,176.252,182.919,152.753,160.350,167.947,175.543,183.139,190.736,198.333,14.717,16.388,18.464,21.110,24.590,29.364,36.296,15.522,17.042,18.922,21.313,24.464,28.821,35.274,NULL,0.000,0.000,0.000,0.000,152.921,164.148,172.920,186.938,17.426,17.982,26.977,26.642
6316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.922,149.589,156.255,162.921,169.587,176.252,182.919,152.758,160.354,167.950,175.546,183.142,190.738,198.335,14.717,16.388,18.465,21.111,24.591,29.365,36.296,15.523,17.043,18.923,21.315,24.466,28.823,35.275,NULL,0.000,0.000,0.000,0.000,152.922,164.152,172.920,186.940,17.427,17.983,26.978,26.644
6317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.924,149.590,156.255,162.921,169.587,176.253,182.919,152.762,160.357,167.954,175.550,183.145,190.741,198.336,14.718,16.389,18.465,21.111,24.592,29.366,36.297,15.523,17.044,18.925,21.316,24.467,28.824,35.276,NULL,0.000,0.000,0.000,0.000,152.923,164.156,172.920,186.943,17.427,17.984,26.979,26.646
6318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.925,149.591,156.256,162.922,169.587,176.253,182.919,152.767,160.361,167.957,175.553,183.148,190.743,198.338,14.718,16.389,18.466,21.112,24.593,29.367,36.297,15.524,17.045,18.926,21.318,24.469,28.826,35.277,NULL,0.000,0.000,0.000,0.000,152.924,164.160,172.920,186.945,17.427,17.985,26.980,26.648
6319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.926,149.592,156.257,162.922,169.588,176.253,182.919,152.771,160.365,167.961,175.556,183.150,190.745,198.340,14.718,16.389,18.466,21.113,24.593,29.367,36.297,15.525,17.046,18.927,21.319,24.471,28.828,35.277,NULL,0.000,0.000,0.000,0.000,152.925,164.163,172.920,186.948,17.428,17.987,26.980,26.649
6320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.928,149.593,156.258,162.923,169.588,176.253,182.919,152.775,160.369,167.964,175.559,183.153,190.747,198.342,14.718,16.390,18.467,21.113,24.594,29.368,36.297,15.525,17.047,18.929,21.321,24.473,28.829,35.278,NULL,0.000,0.000,0.000,0.000,152.926,164.167,172.921,186.950,17.428,17.988,26.981,26.651
6321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.929,149.594,156.259,162.924,169.588,176.253,182.918,152.780,160.373,167.968,175.562,183.156,190.750,198.344,14.718,16.390,18.467,21.114,24.595,29.369,36.297,15.526,17.048,18.930,21.323,24.474,28.831,35.279,NULL,0.000,0.000,0.000,0.000,152.927,164.171,172.921,186.952,17.428,17.989,26.982,26.653
6322,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.930,149.595,156.260,162.924,169.589,176.253,182.918,152.784,160.377,167.972,175.565,183.158,190.752,198.346,14.718,16.390,18.467,21.115,24.596,29.369,36.297,15.527,17.049,18.931,21.324,24.476,28.833,35.280,NULL,0.000,0.000,0.000,0.000,152.928,164.175,172.921,186.955,17.429,17.990,26.982,26.655
6323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.931,149.596,156.260,162.925,169.589,176.253,182.918,152.789,160.381,167.975,175.568,183.161,190.754,198.347,14.718,16.390,18.468,21.115,24.596,29.370,36.297,15.528,17.050,18.932,21.326,24.478,28.835,35.280,NULL,0.000,0.000,0.000,0.000,152.929,164.178,172.921,186.957,17.429,17.991,26.983,26.656
6324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.933,149.597,156.261,162.925,169.589,176.253,182.918,152.793,160.385,167.979,175.571,183.164,190.756,198.349,14.718,16.391,18.468,21.116,24.597,29.371,36.297,15.528,17.051,18.934,21.327,24.480,28.836,35.281,NULL,0.000,0.000,0.000,0.000,152.930,164.182,172.921,186.960,17.430,17.992,26.984,26.658
6325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.934,149.599,156.262,162.926,169.590,176.253,182.918,152.797,160.389,167.982,175.574,183.166,190.758,198.351,14.718,16.391,18.469,21.116,24.598,29.371,36.297,15.529,17.052,18.935,21.329,24.482,28.838,35.282,NULL,0.000,0.000,0.000,0.000,152.930,164.186,172.922,186.962,17.430,17.993,26.985,26.660
6326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.935,149.600,156.263,162.927,169.590,176.253,182.918,152.802,160.393,167.986,175.577,183.169,190.761,198.353,14.718,16.391,18.469,21.117,24.599,29.372,36.297,15.530,17.053,18.936,21.331,24.483,28.840,35.283,NULL,0.000,0.000,0.000,0.000,152.931,164.190,172.922,186.964,17.430,17.995,26.985,26.662
6327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.937,149.601,156.264,162.927,169.590,176.254,182.918,152.806,160.397,167.989,175.581,183.172,190.763,198.355,14.719,16.392,18.470,21.118,24.599,29.373,36.297,15.530,17.054,18.938,21.332,24.485,28.841,35.283,NULL,0.000,0.000,0.000,0.000,152.932,164.193,172.922,186.967,17.431,17.996,26.986,26.663
6328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.938,149.602,156.265,162.928,169.591,176.254,182.918,152.810,160.401,167.993,175.584,183.174,190.765,198.357,14.719,16.392,18.470,21.118,24.600,29.373,36.297,15.531,17.055,18.939,21.334,24.487,28.843,35.284,NULL,0.000,0.000,0.000,0.000,152.933,164.197,172.922,186.969,17.431,17.997,26.987,26.665
6329,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.939,149.603,156.265,162.928,169.591,176.254,182.917,152.815,160.405,167.996,175.587,183.177,190.767,198.358,14.719,16.392,18.471,21.119,24.601,29.374,36.297,15.532,17.056,18.940,21.335,24.489,28.845,35.285,NULL,0.000,0.000,0.000,0.000,152.934,164.201,172.922,186.972,17.431,17.998,26.987,26.667
6330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.940,149.604,156.266,162.929,169.591,176.254,182.917,152.819,160.409,168.000,175.590,183.180,190.770,198.360,14.719,16.392,18.471,21.120,24.602,29.375,36.297,15.533,17.057,18.941,21.337,24.490,28.847,35.286,NULL,0.000,0.000,0.000,0.000,152.935,164.205,172.923,186.974,17.432,17.999,26.988,26.669
6331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.942,149.605,156.267,162.929,169.592,176.254,182.917,152.824,160.413,168.003,175.593,183.182,190.772,198.362,14.719,16.393,18.472,21.120,24.602,29.375,36.297,15.533,17.058,18.943,21.338,24.492,28.848,35.286,NULL,0.000,0.000,0.000,0.000,152.936,164.208,172.923,186.977,17.432,18.000,26.989,26.670
6332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.943,149.606,156.268,162.930,169.592,176.254,182.917,152.828,160.417,168.007,175.596,183.185,190.774,198.364,14.719,16.393,18.472,21.121,24.603,29.376,36.297,15.534,17.059,18.944,21.340,24.494,28.850,35.287,4,0.000,0.000,0.000,0.000,152.937,164.212,172.923,186.979,17.433,18.002,26.989,26.672
6333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.944,149.607,156.269,162.931,169.592,176.254,182.917,152.833,160.421,168.010,175.599,183.187,190.776,198.365,14.719,16.393,18.472,21.122,24.604,29.377,36.297,15.535,17.060,18.945,21.342,24.496,28.852,35.288,NULL,0.000,0.000,0.000,0.000,152.938,164.216,172.923,186.981,17.433,18.003,26.990,26.674
6334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.946,149.608,156.270,162.931,169.593,176.254,182.917,152.837,160.425,168.014,175.602,183.190,190.778,198.367,14.719,16.394,18.473,21.122,24.605,29.377,36.297,15.535,17.061,18.947,21.343,24.498,28.854,35.289,NULL,0.000,0.000,0.000,0.000,152.939,164.219,172.923,186.983,17.433,18.004,26.991,26.676
6335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.947,149.609,156.270,162.932,169.593,176.254,182.917,152.842,160.429,168.017,175.605,183.192,190.780,198.368,14.719,16.394,18.473,21.123,24.605,29.378,36.297,15.536,17.062,18.948,21.345,24.500,28.855,35.289,NULL,0.000,0.000,0.000,0.000,152.940,164.223,172.924,186.986,17.434,18.005,26.992,26.677
6336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.948,149.610,156.271,162.932,169.593,176.254,182.916,152.846,160.433,168.021,175.608,183.195,190.782,198.370,14.719,16.394,18.474,21.124,24.606,29.379,36.297,15.537,17.063,18.949,21.346,24.501,28.857,35.290,NULL,0.000,0.000,0.000,0.000,152.941,164.227,172.924,186.988,17.434,18.006,26.992,26.679
6337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.950,149.611,156.272,162.933,169.594,176.255,182.916,152.851,160.437,168.024,175.611,183.197,190.784,198.371,14.720,16.394,18.474,21.124,24.607,29.380,36.297,15.538,17.064,18.951,21.348,24.503,28.859,35.291,NULL,0.000,0.000,0.000,0.000,152.942,164.231,172.924,186.990,17.434,18.007,26.993,26.681
6338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.951,149.612,156.273,162.934,169.594,176.255,182.916,152.855,160.441,168.028,175.614,183.200,190.786,198.372,14.720,16.395,18.475,21.125,24.608,29.380,36.298,15.538,17.065,18.952,21.350,24.505,28.861,35.292,NULL,0.000,0.000,0.000,0.000,152.943,164.234,172.924,186.992,17.435,18.008,26.994,26.683
6339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.952,149.613,156.274,162.934,169.594,176.255,182.916,152.860,160.445,168.031,175.617,183.202,190.788,198.374,14.720,16.395,18.475,21.125,24.608,29.381,36.298,15.539,17.066,18.953,21.351,24.507,28.862,35.292,NULL,0.000,0.000,0.000,0.000,152.944,164.238,172.925,186.995,17.435,18.010,26.995,26.685
6340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.954,149.615,156.275,162.935,169.595,176.255,182.916,152.864,160.449,168.035,175.620,183.205,190.790,198.375,14.720,16.395,18.476,21.126,24.609,29.382,36.298,15.540,17.067,18.954,21.353,24.509,28.864,35.293,NULL,0.000,0.000,0.000,0.000,152.944,164.242,172.925,186.997,17.435,18.011,26.995,26.686
6341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.955,149.616,156.275,162.935,169.595,176.255,182.916,152.869,160.453,168.038,175.623,183.207,190.792,198.377,14.720,16.395,18.476,21.127,24.610,29.383,36.298,15.541,17.068,18.956,21.354,24.511,28.866,35.294,NULL,0.000,0.000,0.000,0.000,152.945,164.246,172.925,186.999,17.436,18.012,26.996,26.688
6342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.956,149.617,156.276,162.936,169.595,176.255,182.915,152.873,160.457,168.042,175.626,183.210,190.794,198.378,14.720,16.396,18.477,21.127,24.611,29.383,36.298,15.541,17.069,18.957,21.356,24.512,28.868,35.295,NULL,0.000,0.000,0.000,0.000,152.946,164.249,172.925,187.001,17.436,18.013,26.997,26.690
6343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.958,149.618,156.277,162.937,169.596,176.255,182.915,152.878,160.461,168.045,175.629,183.212,190.796,198.379,14.720,16.396,18.477,21.128,24.611,29.384,36.298,15.542,17.070,18.958,21.358,24.514,28.869,35.295,NULL,0.000,0.000,0.000,0.000,152.947,164.253,172.926,187.004,17.437,18.014,26.998,26.692
6344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.959,149.619,156.278,162.937,169.596,176.255,182.915,152.882,160.465,168.049,175.632,183.215,190.798,198.381,14.720,16.396,18.478,21.129,24.612,29.385,36.298,15.543,17.071,18.960,21.359,24.516,28.871,35.296,NULL,0.000,0.000,0.000,0.000,152.948,164.257,172.926,187.006,17.437,18.015,26.998,26.694
6345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.960,149.620,156.279,162.938,169.596,176.255,182.915,152.887,160.469,168.052,175.635,183.217,190.800,198.382,14.720,16.396,18.478,21.129,24.613,29.386,36.298,15.544,17.072,18.961,21.361,24.518,28.873,35.297,NULL,0.000,0.000,0.000,0.000,152.949,164.261,172.926,187.008,17.437,18.016,26.999,26.695
6346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.962,149.621,156.280,162.938,169.597,176.255,182.915,152.891,160.473,168.056,175.638,183.220,190.802,198.384,14.720,16.397,18.479,21.130,24.614,29.386,36.298,15.544,17.073,18.962,21.362,24.520,28.875,35.298,NULL,0.000,0.000,0.000,0.000,152.950,164.264,172.926,187.010,17.438,18.018,27.000,26.697
6347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.963,149.622,156.281,162.939,169.597,176.255,182.915,152.896,160.477,168.059,175.641,183.222,190.804,198.385,14.720,16.397,18.479,21.131,24.614,29.387,36.298,15.545,17.074,18.963,21.364,24.521,28.877,35.299,NULL,0.000,0.000,0.000,0.000,152.951,164.268,172.927,187.012,17.438,18.019,27.001,26.699
6348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.964,149.623,156.281,162.940,169.597,176.256,182.914,152.901,160.481,168.062,175.643,183.224,190.805,198.386,14.721,16.397,18.479,21.131,24.615,29.388,36.299,15.546,17.075,18.965,21.366,24.523,28.878,35.299,NULL,0.000,0.000,0.000,0.000,152.952,164.272,172.927,187.015,17.438,18.020,27.002,26.701
6349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.966,149.624,156.282,162.940,169.598,176.256,182.914,152.905,160.485,168.066,175.646,183.227,190.807,198.388,14.721,16.398,18.480,21.132,24.616,29.388,36.299,15.546,17.076,18.966,21.367,24.525,28.880,35.300,NULL,0.000,0.000,0.000,0.000,152.953,164.275,172.927,187.017,17.439,18.021,27.002,26.703
6350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.967,149.625,156.283,162.941,169.598,176.256,182.914,152.910,160.489,168.069,175.649,183.229,190.809,198.389,14.721,16.398,18.480,21.132,24.617,29.389,36.299,15.547,17.077,18.967,21.369,24.527,28.882,35.301,NULL,0.000,0.000,0.000,0.000,152.954,164.279,172.927,187.019,17.439,18.022,27.003,26.704
6351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.968,149.626,156.284,162.941,169.598,176.256,182.914,152.914,160.493,168.073,175.652,183.232,190.811,198.391,14.721,16.398,18.481,21.133,24.618,29.390,36.299,15.548,17.078,18.969,21.370,24.529,28.884,35.302,NULL,0.000,0.000,0.000,0.000,152.955,164.283,172.927,187.021,17.439,18.023,27.004,26.706
6352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.970,149.627,156.285,162.942,169.599,176.256,182.914,152.919,160.497,168.076,175.655,183.234,190.813,198.392,14.721,16.398,18.481,21.134,24.618,29.391,36.299,15.549,17.079,18.970,21.372,24.531,28.885,35.302,NULL,0.000,0.000,0.000,0.000,152.956,164.287,172.928,187.024,17.440,18.024,27.005,26.708
6353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.971,149.628,156.286,162.943,169.599,176.256,182.913,152.923,160.501,168.080,175.658,183.237,190.815,198.393,14.721,16.399,18.482,21.134,24.619,29.391,36.299,15.549,17.080,18.971,21.374,24.532,28.887,35.303,NULL,0.000,0.000,0.000,0.000,152.957,164.290,172.928,187.026,17.440,18.026,27.005,26.710
6354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.972,149.629,156.286,162.943,169.599,176.256,182.913,152.928,160.505,168.083,175.661,183.239,190.817,198.395,14.721,16.399,18.482,21.135,24.620,29.392,36.299,15.550,17.081,18.973,21.375,24.534,28.889,35.304,NULL,0.000,0.000,0.000,0.000,152.958,164.294,172.928,187.028,17.441,18.027,27.006,26.712
6355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.974,149.631,156.287,162.944,169.600,176.256,182.913,152.932,160.509,168.087,175.664,183.242,190.819,198.396,14.721,16.399,18.483,21.136,24.621,29.393,36.299,15.551,17.082,18.974,21.377,24.536,28.891,35.305,NULL,0.000,0.000,0.000,0.000,152.958,164.298,172.928,187.030,17.441,18.028,27.007,26.713
6356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.975,149.632,156.288,162.944,169.600,176.256,182.913,152.937,160.513,168.090,175.667,183.244,190.821,198.398,14.721,16.399,18.483,21.136,24.621,29.394,36.299,15.552,17.083,18.975,21.378,24.538,28.892,35.305,NULL,0.000,0.000,0.000,0.000,152.959,164.302,172.929,187.033,17.441,18.029,27.008,26.715
6357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.976,149.633,156.289,162.945,169.600,176.257,182.913,152.941,160.517,168.094,175.670,183.247,190.823,198.399,14.722,16.400,18.484,21.137,24.622,29.394,36.300,15.552,17.084,18.977,21.380,24.540,28.894,35.306,NULL,0.000,0.000,0.000,0.000,152.960,164.305,172.929,187.035,17.442,18.030,27.008,26.717
